2017-12-03 11:05:12.300 INFO  /:{} 
2017-12-03 12:44:45.987 INFO  /adProvider/login:{"email":"advertiser1@gmail.com","password":"advertiser100"} 
2017-12-03 12:46:21.666 INFO  /admin/login:{"email":"admin@spartanflix.com","password":"admin"} 
2017-12-03 12:48:34.163 INFO  /viewer/getViewerContent?viewerId=1:{"email":"admin@spartanflix.com","password":"admin"} 
2017-12-03 13:03:38.285 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:04:31.281 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:04:48.086 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:05:00.282 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:05:15.732 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:05:17.152 INFO  /viewer/getViewerContent:{"viewerId":"1","contentType":"mo","director":"","search":"d"} 
2017-12-03 13:05:28.772 INFO  /viewer/getViewerContent:{"viewerId":1,"contentType":"mo","director":"","search":"d"} 
2017-12-03 13:05:47.325 INFO  /viewer/getViewerContent:{"viewerId":1,"contentType":"mo","director":"","search":"d"} 
2017-12-03 13:05:55.007 INFO  /viewer/getViewerContent:{"viewerId":1,"contentType":"mo","director":"","search":"d"} 
2017-12-03 13:05:55.241 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:06:09.866 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:06:26.082 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:07:25.473 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:07:41.629 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:07:53.016 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:07:59.229 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:09:39.880 INFO  /viewer/getViewerContent?viewerId=1,contentType=%22mo%22,director=%22%22,search=%22d%22:{} 
2017-12-03 13:10:02.861 INFO  /viewer/getViewerContent?viewerId=1,contentType=%22mo%22,director=%22%22,search=%22d%22:{} 
2017-12-03 13:11:01.036 INFO  /viewer/getViewerContent?viewerId=1,contentType=%22mo%22,director=%22%22,search=%22d%22:{} 
2017-12-03 13:13:42.028 INFO  /viewer/getViewerContent?viewerId=1,contentType=%22mo%22,director=%22%22,search=%22d%22:{} 
2017-12-03 13:14:33.320 INFO  /viewer/getViewerContent?viewerId=1&contentType=%22mo%22&director=%22%22&search=%22d%22:{} 
2017-12-03 13:18:27.459 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=%27%27&search=d:{} 
2017-12-03 13:22:43.985 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:23:00.091 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:24:57.361 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:25:02.544 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:25:05.736 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:25:19.623 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:27:15.823 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:30:42.816 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:30:58.020 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:31:00.658 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:31:13.320 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:31:58.852 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:32:10.978 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:32:22.913 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:33:56.864 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:34:52.484 INFO  /viewer/getViewerContent?viewerId=1&contentType=mo&director=null&search=d:{} 
2017-12-03 13:36:39.096 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:40:25.296 INFO  /viewer/getFavorites?viewerId=1:{} 
2017-12-03 13:42:09.513 INFO  /viewer/getHistory?viewerId=1:{} 
2017-12-03 13:42:24.189 INFO  /viewer/getHistory?viewerId=1:{} 
2017-12-03 13:43:14.606 INFO  /viewer/getHistory?viewerId=1:{} 
2017-12-03 13:44:37.909 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:44:46.576 INFO  /viewer/getHistory?viewerId=1:{} 
2017-12-03 13:45:18.117 INFO  /viewer/getHistory?viewerId=1:{} 
2017-12-03 13:51:59.048 INFO  /contentProvider/getContent?contentProviderId=1,title=null,search=null:{} 
2017-12-03 13:52:27.304 INFO  /contentProvider/getContent?contentProviderId=1,title=null,search=null:{} 
2017-12-03 13:53:12.099 INFO  /contentProvider/getContent?contentProviderId=1&title=null&search=null:{} 
2017-12-03 13:54:28.383 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:55:21.476 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:56:30.014 INFO  /contentProvider/removeContent/contentId=14:{} 
2017-12-03 13:56:32.786 INFO  /contentProvider/getContent?contentProviderId=1&title=null&search=null:{} 
2017-12-03 13:56:40.434 INFO  /contentProvider/getContent?contentProviderId=1:{} 
2017-12-03 13:57:52.718 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:58:48.395 INFO  /contentProvider/removeContent?contentId=14:{} 
2017-12-03 13:59:06.880 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 13:59:19.306 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:00:38.417 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:01:53.329 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:02:13.476 INFO  /contentProvider/removeContent?contentId=14:{"contentId":"14"} 
2017-12-03 14:05:56.862 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:07:42.826 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:09:49.517 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:10:05.166 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:10:08.352 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:10:15.270 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:10:22.624 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:10:40.259 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:10:43.201 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:11:45.468 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:11:55.207 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:12:45.296 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:13:10.315 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:13:21.040 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:13:53.319 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:15:34.401 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:16:22.407 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:16:36.694 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:17:06.395 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:17:08.845 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:17:21.028 INFO  /adProvider/getContent?adProviderId=1&search=null&title=null:{"contentId":"14"} 
2017-12-03 14:17:21.554 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:17:25.778 INFO  /adProvider/getContent?adProviderId=1&search=null&title=null:{} 
2017-12-03 14:17:44.920 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:18:01.484 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:21:05.698 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:21:43.108 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:21:46.937 INFO  /adProvider/removeAd:{"advertisementId":"10"} 
2017-12-03 14:22:12.501 INFO  /adProvider/removeAd:{"advertisementId":"10"} 
2017-12-03 14:22:38.516 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:22:58.435 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:23:50.088 INFO  /adProvider/removeAd?advertisementId=14:{"advertisementId":"10"} 
2017-12-03 14:24:20.957 INFO  /adProvider/removeAd?advertisementId=9:{"advertisementId":"10"} 
2017-12-03 14:24:45.364 INFO  /adProvider/removeAd?advertisementId=9:{"advertisementId":"10"} 
2017-12-03 14:25:50.193 INFO  /adProvider/removeAd?advertisementId=8:{"advertisementId":"10"} 
2017-12-03 14:28:22.877 INFO  /adProvider/removeAd:{"advertisementId":"7"} 
2017-12-03 14:29:28.326 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:30:38.764 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:30:51.779 INFO  /admin/getAllContentAndAds:{} 
2017-12-03 14:32:15.484 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:32:19.023 INFO  /contentProvider/removeContent:{"contentId":"1"} 
2017-12-03 14:32:25.138 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:35:09.757 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 14:35:59.489 INFO  /admin/getAllContentAndAds:{} 
2017-12-03 14:36:01.292 INFO  /adProvider/login:{"email":"shruti@gmail.com","password":"shruti123#"} 
2017-12-03 14:36:40.008 INFO  /admin/getAllContentAndAds:{} 
2017-12-03 14:37:15.806 INFO  /admin/getAllContentAndAds:{} 
2017-12-03 14:37:24.113 INFO  /viewer/login:{"email":"shruti@gmail.com","password":"shruti123#"} 
2017-12-03 14:42:48.170 INFO  /adProvider/login:{"email":"advertiser1@gmail.com","password":"advertiser100"} 
2017-12-03 14:43:06.345 INFO  /adProvider/login:{"email":"advertiser1@gmail.com","password":"advertiser100"} 
2017-12-03 14:45:51.897 INFO  /adProvider/getContent:{} 
2017-12-03 14:46:43.486 INFO  /adProvider/getContent?adProviderId=1:{} 
2017-12-03 14:47:38.673 INFO  /adProvider/getContent?adProviderId=1&format=json:{} 
2017-12-03 14:51:07.014 INFO  /adProvider/getContent?adProviderId=1:{} 
2017-12-03 14:51:36.394 INFO  /adProvider/getContent?adProviderId=1&format=json:{} 
2017-12-03 14:55:28.723 INFO  /adProvider/getContent?adProviderId=1&format=json:{} 
2017-12-03 14:55:32.656 INFO  /adProvider/removeAd:{"advertisementId":"4"} 
2017-12-03 14:55:39.672 INFO  /admin/approveDisaproveItem:{"id":"1","isApproved":"1","type":"advertisement"} 
2017-12-03 14:56:14.198 INFO  /admin/approveDisaproveItem:{"id":"2","isApproved":"1","type":"movies"} 
2017-12-03 14:59:34.999 INFO  /adProvider/getAllSubscriptions?adProviderId=1&subscriptionId=1&format=json:{} 
2017-12-03 15:01:04.636 INFO  /adProvider/getContent?adProviderId=1&format=json:{} 
2017-12-03 15:04:44.520 INFO  /adProvider/getContent?adProviderId=1:{} 
2017-12-03 15:11:18.286 INFO  /admin/getAllContentAndAds:{} 
2017-12-03 15:11:20.496 INFO  /admin/getAllContentAndAds:{} 
2017-12-03 15:11:48.997 INFO  /admin/login:{"email":"admin@spartanflix.com","password":"admin"} 
2017-12-03 15:15:02.363 INFO  /admin/contents?adminId=1&format=json:{} 
2017-12-03 15:18:06.507 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 15:18:43.668 INFO  /viewer/getAllSubscriptions:{"id":"1","isApproved":"1","type":"advertisement"} 
2017-12-03 15:18:55.199 INFO  /viewer/getAllSubscriptions:{} 
2017-12-03 15:19:15.408 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 15:22:09.924 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 15:23:16.860 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 15:25:20.992 INFO  /viewer/changeSubscription:{"viewerId":"2","subscriptionId":"5"} 
2017-12-03 15:29:43.620 INFO  /adProvider/changeSubscription:{"adProviderId":"5","subscriptionId":"1"} 
2017-12-03 15:29:56.061 INFO  /adProvider/changeSubscription:{"adProviderId":"5","subscriptionId":"2"} 
2017-12-03 15:30:11.751 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 15:31:26.766 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 15:33:27.301 INFO  /adProvider/getAllSubscriptions:{} 
2017-12-03 15:36:14.444 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 15:45:27.499 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:09:53.485 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:10:23.664 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:10:31.561 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:10:49.954 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:12:40.369 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:13:37.344 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:13:54.787 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:16:42.209 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:16:47.930 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:17:19.710 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:17:27.993 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:17:33.222 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:17:48.892 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:17:59.155 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:18:11.097 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:18:18.312 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:29:34.754 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:30:19.111 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:30:24.159 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:30:29.143 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:30:37.408 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:30:44.341 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:30:46.589 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:33:02.743 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:33:05.801 INFO  /viewer/signup:{"emailID":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","mainSubscriberId":"1","subscriptionId":"1","dependentEmail":"beta@gmail.com"} 
2017-12-03 16:33:07.800 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:34:13.557 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:34:53.649 INFO  /viewer/signup:{"emailID":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","mainSubscriberId":"1","subscriptionId":"1","dependentEmail":"beta@gmail.com"} 
2017-12-03 16:35:33.178 INFO  /viewer/signup:{"emailId":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","mainSubscriberId":"1","subscriptionId":"1","dependentEmail":"beta@gmail.com"} 
2017-12-03 16:35:47.362 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:36:10.560 INFO  /viewer/signup:{"emailId":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","mainSubscriberId":"1","subscriptionId":"1","dependentEmail":"beta@gmail.com"} 
2017-12-03 16:36:37.937 INFO  /viewer/signup:{"emailId":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","mainSubscriberId":"1","subscriptionId":"1","dependentEmail":"beta@gmail.com"} 
2017-12-03 16:38:24.156 INFO  /viewer/signup:{"emailId":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","mainSubscriberId":"1","subscriptionId":"1","dependentEmail":"beta@gmail.com"} 
2017-12-03 16:39:05.808 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:39:13.701 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:39:45.677 INFO  /viewer/signup:{"emailId":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","mainSubscriberId":"1","subscriptionId":"1","dependentEmail":"beta@gmail.com"} 
2017-12-03 16:45:51.481 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:45:58.261 INFO  /admin/approveDisaproveItem:{"id":"","isApproved":"","type":""} 
2017-12-03 16:45:58.916 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:46:05.260 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:46:50.335 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:46:58.331 INFO  /admin/approveDisaproveItem:{"id":"","isApproved":"","type":""} 
2017-12-03 16:46:58.995 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:47:47.155 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:47:54.234 INFO  /admin/approveDisaproveItem:{"id":"","isApproved":"","type":""} 
2017-12-03 16:47:54.897 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:48:48.297 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:48:51.442 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:48:59.814 INFO  /admin/approveDisaproveItem:{"id":"","isApproved":"","type":""} 
2017-12-03 16:49:00.488 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:49:23.614 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:49:38.154 INFO  /admin/approveDisaproveItem:{"id":"","isApproved":"","type":""} 
2017-12-03 16:49:38.739 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:51:13.622 INFO  /adProvider/signup:{"emailId":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","subscriptionId":"1"} 
2017-12-03 16:51:45.559 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:51:53.778 INFO  /admin/approveDisaproveItem:{"id":"","isApproved":"No","type":"documentry"} 
2017-12-03 16:51:54.436 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:52:00.856 INFO  /adProvider/signup:{"emailId":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","subscriptionId":"1"} 
2017-12-03 16:52:06.716 INFO  /adProvider/signup:{"emailId":"theta@gmail.com","fname":"theta","lname":"delta","password":"theta","startDate":"2017-01-01 09:10:40","subscriptionId":"1"} 
2017-12-03 16:53:22.853 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:54:53.785 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:55:03.315 INFO  /admin/approveDisaproveItem:{"id":"","isApproved":"No","type":"documentry"} 
2017-12-03 16:55:03.699 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:56:41.628 INFO  /admin/login:{"email":"admin@spartanflix.com","password":"admin"} 
2017-12-03 16:57:24.998 INFO  /contentProvider/signup:{"emailId":"theta@gmail.com","password":"theta","name":"theta delta"} 
2017-12-03 16:57:53.799 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:58:40.827 INFO  /admin/approveDisaproveItem:{"id":"","isApproved":"No","type":"documentry"} 
2017-12-03 16:58:41.637 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:58:43.216 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:58:50.297 INFO  /admin/approveDisaproveItem:{"id":"2","isApproved":"No","type":"documentry"} 
2017-12-03 16:58:50.761 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:58:57.480 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:59:06.759 INFO  /admin/approveDisaproveItem:{"id":"2","isApproved":"No","type":"documentry"} 
2017-12-03 16:59:07.486 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:59:26.037 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 16:59:37.178 INFO  /admin/approveDisaproveItem:{"id":"2","isApproved":"No","type":"documentry"} 
2017-12-03 16:59:37.292 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 17:01:51.294 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 17:02:06.295 INFO  /admin/approveDisaproveItem:{"id":"2","isApproved":"No","type":"documentry"} 
2017-12-03 17:02:09.718 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 17:03:29.463 INFO  /admin/approveDisaproveItem:{"id":"2","isApproved":"No","type":"documentry"} 
2017-12-03 17:03:30.248 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 17:03:36.858 INFO  /admin/approveDisaproveItem:{"id":"2","isApproved":"0","type":"documentry"} 
2017-12-03 17:03:37.588 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 17:03:49.897 INFO  /admin/approveDisaproveItem:{"id":"3","isApproved":"0","type":"documentry"} 
2017-12-03 17:03:50.310 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 17:03:56.168 INFO  /admin/approveDisaproveItem:{"id":"2","isApproved":"1","type":"documentry"} 
2017-12-03 17:03:56.770 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 17:08:04.721 INFO  /viewer/login:{"email":"shruti@gmail.com","password":"shruti123#"} 
2017-12-03 17:08:05.491 INFO  /viewer/getViewerContent?viewerId=5&format=json:{} 
2017-12-03 17:08:58.152 INFO  /contentProvider/login:{"email":"sony@gmail.com","password":"sony123#"} 
2017-12-03 17:08:59.153 INFO  /contentProvider/getContent?contentProviderId=1&format=json:{} 
2017-12-03 17:09:29.096 INFO  /adProvider/login:{"email":"advertiser1@gmail.com","password":"advertiser100"} 
2017-12-03 17:09:29.754 INFO  /adProvider/getContent?adProviderId=1&format=json:{} 
2017-12-03 17:09:55.572 INFO  /admin/login:{"email":"admin@spartanflix.com","password":"admin"} 
2017-12-03 17:09:56.243 INFO  /admin/getAllContentAndAds?format=json:{} 
2017-12-03 17:12:56.077 INFO  /admin/login:{"email":"admin@spartanflix.com","password":"admin"} 
2017-12-03 17:12:56.091 INFO  /admin/login:{"email":"admin@spartanflix.com","password":"admin"} 
2017-12-03 17:12:57.074 INFO  /admin/getAllContentAndAds?format=json:{} 
